ISCN 1-1 (2015-12-10),dataset_name_sub,dataset_name_soc,lat (dec. deg),long (dec. deg),datum (datum),state (state_province),country (country),site_name,observation_date (YYYY-MM-DD),profile_name,layer_name,layer_top (cm),layer_bot (cm),hzn_desgn_other,hzn,hzn_desgn,layer_note,color,vegclass_local,soil_taxon,soil_series,bd_method,bd_samp (g cm-3),bd_tot (g cm-3),bd_whole (g cm-3),bd_other (g cm-3),bdNRCS_prep_code,cNRCS_prep_code,c_method,c_tot (percent),oc (percent),loi (percent),n_tot (percent),c_to_n (mass ratio),soc (g cm-2),soc_carbon_flag,soc_method,ph_method,ph_cacl,ph_h2o,ph_other,caco3 (percent),sand_tot_psa (percent),silt_tot_psa (percent),clay_tot_psa (percent),wpg2_method,wpg2 (percent),cat_exch (cmol H+ kg-1),al_dith (specified by al_fe_units),al_ox (specified by al_fe_units),al_other (specified by al_fe_units),fe_dith (specified by al_fe_units),fe_ox (specified by al_fe_units),fe_other (specified by al_fe_units),mn_dith (specified by al_fe_units),mn_ox (specified by al_fe_units),mn_other (specified by al_fe_units),al_fe_units (extract_units),al_fe_method,ca_al (specified by bc_units),ca_ext (specified by bc_units),k_ext (specified by bc_units),mg_ext (specified by bc_units),na_ext (specified by bc_units),bc_units (extract_units),bc_method,base_sum (specified by cec_h_units),cec_sum (specified by cec_h_units),ecec (specified by cec_h_units),cec_h_units (extract_units),bs (percent),bs_sum (percent),h_ext (specified by metal_ext_units),zn_ext (specified by metal_ext_units),metal_ext_units (extract_units),metal_ext_method,p_bray (specified by p_units),p_ox (specified by p_units),p_meh (specified by p_units),p_other (specified by p_units),p_units (extract_units),p_method,root_quant_size,root_weight (g),15n (‰),13c (‰),14c (‰),14c_sigma (‰),14c_age (BP),14c_age_sigma (BP),fraction_modern,fraction_modern_sigma,textureClass,locator_parent_alias
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-3.2,-52.216700000000003,NAD27,Unknown,Brazil,127 BZ,1967,1003027,1003027.5,110,160,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,0.19,NA,NA,0,NA,0.152,soc [c_tot*bd_samp],no fill,NA,NA,NA,6.4,NA,NA,NA,NA,measured,0,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-3.2,-52.216700000000003,NAD27,Unknown,Brazil,130 BZ,1967,1003030,1003030.1,0,6,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1,NA,NA,NA,NA,NA,dry combustion,2.46,NA,NA,0.2,NA,0.14760000000000001,soc [c_tot*bd_samp],no fill,NA,NA,NA,5.2,NA,NA,NA,NA,measured,0,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-3.2,-52.216700000000003,NAD27,Unknown,Brazil,130 BZ,1967,1003030,1003030.2,6,30,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.2,NA,NA,NA,NA,NA,dry combustion,1,NA,NA,0.1,NA,0.28799999999999998,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.4000000000000004,NA,NA,NA,NA,measured,0,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-3.2,-52.216700000000003,NAD27,Unknown,Brazil,130 BZ,1967,1003030,1003030.3,30,56,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.5,NA,NA,NA,NA,NA,dry combustion,0.74,NA,NA,0.1,NA,0.28860000000000002,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.3,NA,NA,NA,NA,measured,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-3.2,-52.216700000000003,NAD27,Unknown,Brazil,130 BZ,1967,1003030,1003030.4,56,100,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,0.44,NA,NA,0.1,NA,0.30975999999999998,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.3,NA,NA,NA,NA,measured,0,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-3.2,-52.216700000000003,NAD27,Unknown,Brazil,130 BZ,1967,1003030,1003030.5,100,130,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,0.28000000000000003,NA,NA,0,NA,0.13439999999999999,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.4000000000000004,NA,NA,NA,NA,measured,0,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,0.33329999999999999,-51.75,NAD27,Unknown,Brazil,139 BZ,1964,1003039,1003039.1,0,20,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.4,NA,NA,NA,NA,NA,dry combustion,1.1599999999999999,NA,NA,0.1,NA,0.32479999999999998,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.3,NA,NA,NA,NA,measured,0,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,0.33329999999999999,-51.75,NAD27,Unknown,Brazil,139 BZ,1964,1003039,1003039.2,20,30,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.5,NA,NA,NA,NA,NA,dry combustion,0.66,NA,NA,0.1,NA,9.9000000000000005E-2,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.4000000000000004,NA,NA,NA,NA,measured,0,4.4000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,0.33329999999999999,-51.75,NAD27,Unknown,Brazil,139 BZ,1964,1003039,1003039.3,30,70,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,0.36,NA,NA,0,NA,0.23039999999999999,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.7,NA,NA,NA,NA,measured,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,0.33329999999999999,-51.75,NAD27,Unknown,Brazil,139 BZ,1964,1003039,1003039.4,70,110,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,0.24,NA,NA,0,NA,0.15359999999999999,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.7,NA,NA,NA,NA,measured,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,0.33329999999999999,-51.75,NAD27,Unknown,Brazil,139 BZ,1964,1003039,1003039.5,110,150,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,0.14000000000000001,NA,NA,0,NA,8.9599999999999999E-2,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.9000000000000004,NA,NA,NA,NA,measured,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,0.33329999999999999,-51.75,NAD27,Unknown,Brazil,142 BZ,1964,1003042,1003042.1,0,15,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.2,NA,NA,NA,NA,NA,dry combustion,1.2,NA,NA,0.1,NA,0.216,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.4000000000000004,NA,NA,NA,NA,measured,0,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,0.33329999999999999,-51.75,NAD27,Unknown,Brazil,142 BZ,1964,1003042,1003042.2,15,40,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.5,NA,NA,NA,NA,NA,dry combustion,0.7,NA,NA,0.1,NA,0.26250000000000001,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.5,NA,NA,NA,NA,measured,0,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,0.33329999999999999,-51.75,NAD27,Unknown,Brazil,142 BZ,1964,1003042,1003042.3,40,70,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,0.41,NA,NA,0.1,NA,0.1968,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.8,NA,NA,NA,NA,measured,20,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,0.33329999999999999,-51.75,NAD27,Unknown,Brazil,142 BZ,1964,1003042,1003042.4,70,110,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,0.33,NA,NA,0,NA,0.2112,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.8,NA,NA,NA,NA,measured,25,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,0.33329999999999999,-51.75,NAD27,Unknown,Brazil,142 BZ,1964,1003042,1003042.5,110,150,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,0.47,NA,NA,0,NA,0.30080000000000001,soc [c_tot*bd_samp],no fill,NA,NA,NA,5.0999999999999996,NA,NA,NA,NA,measured,30,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-1.95,-54.7667,NAD27,Unknown,Brazil,163 BZ,1970,1003063,1003063.1,0,30,NA,?,unknown,NA,NA,LOW SCRUB,NA,NA,measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,0.63,NA,NA,0.1,NA,0.3024,soc [c_tot*bd_samp],no fill,NA,NA,NA,6,NA,NA,NA,NA,measured,15,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-1.95,-54.7667,NAD27,Unknown,Brazil,166 BZ,1970,1003066,1003066.1,0,5,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.2,NA,NA,NA,NA,NA,dry combustion,3.96,NA,NA,0.4,NA,0.23760000000000001,soc [c_tot*bd_samp],no fill,NA,NA,NA,6.8,NA,NA,NA,NA,measured,0,34.799999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-1.95,-54.7667,NAD27,Unknown,Brazil,166 BZ,1970,1003066,1003066.2,5,25,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,NA,NA,measured as weight per unit volume,1.5,NA,NA,NA,NA,NA,dry combustion,1.23,NA,NA,0.1,NA,0.36899999999999999,soc [c_tot*bd_samp],no fill,NA,NA,NA,6.9,NA,NA,NA,NA,measured,0,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-1.8332999999999999,-50.166699999999999,NAD27,Unknown,Brazil,169 BZ,1962,1003069,1003069.1,0,12,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,SPODOSOL,(SPODOSOL),measured as weight per unit volume,1.18,NA,NA,NA,NA,NA,dry combustion,2.4,NA,NA,0.2,NA,0.33983999999999998,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.0999999999999996,NA,NA,NA,NA,measured,0,10.199999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-1.8332999999999999,-50.166699999999999,NAD27,Unknown,Brazil,169 BZ,1962,1003069,1003069.2,12,23,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,SPODOSOL,(SPODOSOL),measured as weight per unit volume,1.54,NA,NA,NA,NA,NA,dry combustion,0.49,NA,NA,0,NA,8.3005999999999996E-2,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.9000000000000004,NA,NA,NA,NA,measured,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-1.8332999999999999,-50.166699999999999,NAD27,Unknown,Brazil,169 BZ,1962,1003069,1003069.3,23,66,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,SPODOSOL,(SPODOSOL),measured as weight per unit volume,1.62,NA,NA,NA,NA,NA,dry combustion,0.13,NA,NA,0.1,NA,9.0558E-2,soc [c_tot*bd_samp],no fill,NA,NA,NA,5.8,NA,NA,NA,NA,measured,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-1.8332999999999999,-50.166699999999999,NAD27,Unknown,Brazil,169 BZ,1962,1003069,1003069.4,66,74,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,SPODOSOL,(SPODOSOL),measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,1.82,NA,NA,0.1,NA,0.23296,soc [c_tot*bd_samp],no fill,NA,NA,NA,4,NA,NA,NA,NA,measured,0,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,-1.8332999999999999,-50.166699999999999,NAD27,Unknown,Brazil,169 BZ,1962,1003069,1003069.5,74,100,NA,?,unknown,NA,NA,TROPICAL/SUBTROPICAL FOREST COMPLEXES,SPODOSOL,(SPODOSOL),measured as weight per unit volume,1.6,NA,NA,NA,NA,NA,dry combustion,3.37,NA,NA,0.2,NA,1.4019200000000001,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.4000000000000004,NA,NA,NA,NA,measured,0,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,1.9833000000000001,-67.05,NAD27,Unknown,Venezuela,P0-P1 VZ,1985,1014001,1014001.1,0,5,NA,?,unknown,NA,NA,NA,PLINTHUSTOX,(VZ),measured as weight per unit volume,1.63,NA,NA,NA,NA,NA,dry combustion,2.25,NA,NA,0.2,NA,0.18337500000000001,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.4000000000000004,NA,NA,NA,NA,measured,39,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,1.9833000000000001,-67.05,NAD27,Unknown,Venezuela,P0-P1 VZ,1985,1014001,1014001.2,5,10,NA,?,unknown,NA,NA,NA,PLINTHUSTOX,(VZ),measured as weight per unit volume,1.77,NA,NA,NA,NA,NA,dry combustion,2.15,NA,NA,0.1,NA,0.190275,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.3,NA,NA,NA,NA,measured,56,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,1.9833000000000001,-67.05,NAD27,Unknown,Venezuela,P0-P1 VZ,1985,1014001,1014001.3,10,20,NA,?,unknown,NA,NA,NA,PLINTHUSTOX,(VZ),measured as weight per unit volume,2.19,NA,NA,NA,NA,NA,dry combustion,1.97,NA,NA,0.1,NA,0.43142999999999998,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.5,NA,NA,NA,NA,measured,59,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,1.9833000000000001,-67.05,NAD27,Unknown,Venezuela,P0-P1 VZ,1985,1014001,1014001.4,20,30,NA,?,unknown,NA,NA,NA,PLINTHUSTOX,(VZ),measured as weight per unit volume,2.2400000000000002,NA,NA,NA,NA,NA,dry combustion,1.43,NA,NA,0.1,NA,0.32031999999999999,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.5999999999999996,NA,NA,NA,NA,measured,63,4.5999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,1.9833000000000001,-67.05,NAD27,Unknown,Venezuela,P0-P1 VZ,1985,1014001,1014001.5,30,40,NA,?,unknown,NA,NA,NA,PLINTHUSTOX,(VZ),measured as weight per unit volume,2.23,NA,NA,NA,NA,NA,dry combustion,1.21,NA,NA,0.1,NA,0.26983000000000001,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.7,NA,NA,NA,NA,measured,61,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,1.9833000000000001,-67.05,NAD27,Unknown,Venezuela,P0-P1 VZ,1985,1014001,1014001.6,40,50,NA,?,unknown,NA,NA,NA,PLINTHUSTOX,(VZ),measured as weight per unit volume,2.2200000000000002,NA,NA,NA,NA,NA,dry combustion,0.87,NA,NA,0.1,NA,0.19314000000000001,soc [c_tot*bd_samp],no fill,NA,NA,NA,5.3,NA,NA,NA,NA,measured,62,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,1.9833000000000001,-67.05,NAD27,Unknown,Venezuela,P0-P3 VZ,1985,1014003,1014003.1,0,5,NA,?,unknown,NA,NA,NA,PLINTHUSTOX,(VZ),measured as weight per unit volume,1.63,NA,NA,NA,NA,NA,dry combustion,2.67,NA,NA,0.2,NA,0.21760499999999999,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.9000000000000004,NA,NA,NA,NA,measured,39,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,1.9833000000000001,-67.05,NAD27,Unknown,Venezuela,P0-P3 VZ,1985,1014003,1014003.2,5,10,NA,?,unknown,NA,NA,NA,PLINTHUSTOX,(VZ),measured as weight per unit volume,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_soc [no c],no fill,NA,NA,NA,NA,NA,NA,NA,NA,measured,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Worldwide soil carbon and nitrogen data,ISCN SOC stock computation,1.9833000000000001,-67.05,NAD27,Unknown,Venezuela,P0-P3 VZ,1985,1014003,1014003.3,10,20,NA,?,unknown,NA,NA,NA,PLINTHUSTOX,(VZ),measured as weight per unit volume,2.19,NA,NA,NA,NA,NA,dry combustion,1.99,NA,NA,0.1,NA,0.43580999999999998,soc [c_tot*bd_samp],no fill,NA,NA,NA,4.7,NA,NA,NA,NA,measured,59,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
